open_timestamp_utc,close_timestamp_utc,open,high,low,close,volume
1554249600,1554335999,2.50000000,2.50000000,1.82900000,1.98350000,700690.92000000
1554336000,1554422399,1.98390000,2.21930000,1.93960000,2.13280000,495421.54000000
1554422400,1554508799,2.13880000,2.47230000,2.12090000,2.45100000,728503.33000000
1554508800,1554595199,2.44880000,2.44880000,2.29730000,2.32040000,361413.77000000
1554595200,1554681599,2.32380000,2.36940000,2.26090000,2.34190000,368997.87000000
1554681600,1554767999,2.33390000,2.49980000,2.17410000,2.33090000,410029.91000000
1554768000,1554854399,2.31900000,2.32050000,2.17760000,2.23200000,345619.63000000
1554854400,1554940799,2.23200000,2.31340000,2.20050000,2.22470000,203974.68000000
1554940800,1555027199,2.23270000,2.23270000,1.87180000,1.98540000,589606.37000000
1555027200,1555113599,1.98570000,2.03980000,1.85550000,1.96560000,194231.45000000
1555113600,1555199999,1.95870000,1.99450000,1.89140000,1.90500000,131179.89000000
1555200000,1555286399,1.91070000,1.97760000,1.81360000,1.97760000,267973.02000000
1555286400,1555372799,1.97760000,2.01890000,1.78340000,1.84490000,340218.39000000
1555372800,1555459199,1.84360000,1.94480000,1.81630000,1.91480000,221817.15000000
1555459200,1555545599,1.91520000,1.94980000,1.86600000,1.93570000,206141.16000000
1555545600,1555631999,1.93950000,1.98820000,1.91710000,1.97520000,184174.41000000
1555632000,1555718399,1.97490000,1.97970000,1.89600000,1.96610000,129351.72000000
1555718400,1555804799,1.96560000,1.98010000,1.92030000,1.95680000,53806.65000000
1555804800,1555891199,1.95080000,1.96470000,1.76050000,1.84880000,278990.06000000
1555891200,1555977599,1.85450000,1.87700000,1.80910000,1.86120000,149660.31000000
1555977600,1556063999,1.85680000,1.87550000,1.74200000,1.74200000,204709.05000000
1556064000,1556150399,1.74200000,1.74880000,1.56230000,1.66330000,496536.50000000
1556150400,1556236799,1.66600000,1.69860000,1.42010000,1.51180000,523441.58000000
1556236800,1556323199,1.51180000,1.55910000,1.43950000,1.52140000,329595.09000000
1556323200,1556409599,1.52500000,1.62420000,1.48180000,1.57230000,169567.94000000
1556409600,1556495999,1.57340000,1.60410000,1.51010000,1.53030000,138636.33000000
1556496000,1556582399,1.52740000,1.56230000,1.44350000,1.47440000,218060.83000000
1556582400,1556668799,1.48130000,1.57150000,1.46930000,1.56190000,160893.09000000
1556668800,1556755199,1.57320000,1.62380000,1.56540000,1.60040000,170685.94000000
1556755200,1556841599,1.60130000,1.76280000,1.56900000,1.68260000,289628.46000000
1556841600,1556927999,1.67300000,1.71830000,1.62660000,1.69910000,238462.79000000
1556928000,1557014399,1.69400000,1.77020000,1.55250000,1.60000000,201694.45000000
1557014400,1557100799,1.59640000,1.61880000,1.55890000,1.56850000,113607.07000000
1557100800,1557187199,1.57300000,1.65240000,1.50360000,1.60260000,238412.05000000
1557187200,1557273599,1.61190000,1.67360000,1.59480000,1.59980000,262785.45000000
1557273600,1557359999,1.59520000,1.70520000,1.40000000,1.65560000,181330.47000000
1557360000,1557446399,1.64750000,1.67910000,1.57640000,1.59280000,94983.27000000
1557446400,1557532799,1.58520000,1.62490000,1.54270000,1.58490000,185598.39000000
1557532800,1557619199,1.59610000,1.82250000,1.57680000,1.72510000,321995.17000000
1557619200,1557705599,1.73490000,1.83100000,1.58000000,1.64820000,404933.60000000
1557705600,1557791999,1.65260000,1.80000000,1.63690000,1.72000000,239301.46000000
1557792000,1557878399,1.71100000,1.88000000,1.71040000,1.87360000,409408.73000000
1557878400,1557964799,1.87080000,2.20590000,1.84930000,2.19510000,391107.11000000
1557964800,1558051199,2.19710000,2.42790000,2.03120000,2.16590000,804316.01000000
1558051200,1558137599,2.16590000,2.19250000,1.82500000,1.99000000,502890.74000000
1558137600,1558223999,1.99280000,2.00940000,1.86720000,1.88720000,192140.33000000
1558224000,1558310399,1.88760000,2.10630000,1.88270000,2.09950000,421055.37000000
1558310400,1558396799,2.09150000,2.13220000,1.87040000,2.02740000,471012.60000000
1558396800,1558483199,2.01970000,2.15000000,1.98710000,2.10540000,250992.11000000
1558483200,1558569599,2.10570000,2.14540000,1.91180000,1.91220000,247363.94000000
1558569600,1558655999,1.91170000,1.97170000,1.81000000,1.90590000,227605.57000000
1558656000,1558742399,1.90790000,2.03710000,1.90790000,1.97220000,151131.59000000
1558742400,1558828799,1.97230000,2.00500000,1.94520000,1.96360000,77898.10000000
1558828800,1558915199,1.97180000,2.08460000,1.90010000,2.05890000,140865.79000000
1558915200,1559001599,2.05880000,2.27370000,2.04710000,2.20150000,417525.93000000
1559001600,1559087999,2.19710000,2.31360000,2.15800000,2.25970000,397753.12000000
1559088000,1559174399,2.25970000,2.35000000,2.11520000,2.28890000,386139.83000000
1559174400,1559260799,2.29210000,2.47780000,2.05380000,2.17040000,588578.52000000
1559260800,1559347199,2.17040000,2.27110000,2.09070000,2.25930000,218476.11000000
1559347200,1559433599,2.26650000,2.34320000,2.19550000,2.22320000,248080.35000000
1559433600,1559519999,2.22220000,2.36970000,2.21590000,2.35370000,168228.62000000
1559520000,1559606399,2.35870000,2.35870000,2.06850000,2.09030000,292274.64000000
1559606400,1559692799,2.09150000,2.10960000,1.90040000,1.96390000,297871.93000000
1559692800,1559779199,1.96390000,2.02230000,1.90730000,1.96720000,248137.94000000
1559779200,1559865599,1.96200000,2.01250000,1.88180000,1.99440000,138133.39000000
1559865600,1559951999,1.99740000,2.07180000,1.96230000,2.02210000,373495.17000000
1559952000,1560038399,2.01170000,2.04080000,1.95010000,1.99710000,115067.37000000
1560038400,1560124799,1.99610000,2.01480000,1.83000000,1.89000000,193206.66000000
1560124800,1560211199,1.87360000,2.02570000,1.85200000,2.02050000,306653.84000000
1560211200,1560297599,2.02760000,2.03500000,1.90000000,1.96950000,228776.59000000
1560297600,1560383999,1.97940000,2.05710000,1.95080000,2.04970000,166860.29000000
1560384000,1560470399,2.05690000,2.14540000,2.00080000,2.09760000,278309.09000000
1560470400,1560556799,2.10280000,2.18830000,2.02010000,2.10770000,316577.35000000
1560556800,1560643199,2.10870000,2.17350000,2.06740000,2.09560000,259617.93000000
1560643200,1560729599,2.09060000,2.21520000,2.06550000,2.12710000,470566.89000000
1560729600,1560815999,2.12540000,2.15220000,2.07760000,2.10500000,290418.99000000
1560816000,1560902399,2.10680000,2.12180000,2.01240000,2.04590000,311159.49000000
1560902400,1560988799,2.04720000,2.13460000,2.03510000,2.09000000,187067.85000000
1560988800,1561075199,2.09470000,2.09490000,2.00950000,2.01590000,126428.69000000
1561075200,1561161599,2.01700000,2.09230000,2.01690000,2.07150000,236661.05000000
1561161600,1561247999,2.06760000,2.31590000,2.03000000,2.26950000,617444.22000000
1561248000,1561334399,2.26950000,2.34690000,2.17790000,2.26450000,435263.32000000
1561334400,1561420799,2.25180000,2.47070000,2.19660000,2.36040000,768936.28000000
1561420800,1561507199,2.36690000,2.72530000,2.27520000,2.68980000,817125.40000000
1561507200,1561593599,2.68170000,3.28370000,2.49700000,2.81570000,2747304.95000000
1561593600,1561679999,2.79660000,2.90260000,2.22690000,2.42440000,1405471.70000000
1561680000,1561766399,2.40320000,2.78880000,2.35120000,2.69230000,838105.80000000
1561766400,1561852799,2.68250000,2.86790000,2.57000000,2.82580000,1214092.27000000
1561852800,1561939199,2.82570000,2.86160000,2.47000000,2.48050000,462767.01000000
1561939200,1562025599,2.49590000,2.62220000,2.27330000,2.43740000,725671.15000000
1562025600,1562111999,2.43610000,2.46340000,2.21570000,2.37590000,470371.86000000
1562112000,1562198399,2.38050000,2.49000000,2.32890000,2.48720000,276607.51000000
1562198400,1562284799,2.48680000,2.48680000,2.29410000,2.30760000,259571.06000000
1562284800,1562371199,2.30860000,2.34020000,2.26260000,2.30500000,206492.31000000
1562371200,1562457599,2.30910000,2.42960000,2.30770000,2.37780000,186294.68000000
1562457600,1562543999,2.36800000,2.41690000,2.30750000,2.39110000,120901.31000000
1562544000,1562630399,2.39430000,2.68270000,2.36760000,2.56550000,665822.04000000
1562630400,1562716799,2.56040000,2.58010000,2.40000000,2.42970000,393931.02000000
1562716800,1562803199,2.42150000,2.48640000,2.09530000,2.23200000,461822.89000000
1562803200,1562889599,2.22450000,2.22610000,1.84520000,1.92560000,601984.46000000
1562889600,1562975999,1.91900000,2.01920000,1.87800000,1.99540000,279910.25000000
1562976000,1563062399,1.99530000,1.99530000,1.78010000,1.85820000,247863.78000000
1563062400,1563148799,1.86030000,1.86730000,1.55690000,1.55690000,598808.51000000
1563148800,1563235199,1.55930000,1.61880000,1.35890000,1.58180000,690479.03000000
1563235200,1563321599,1.57280000,1.60700000,1.31710000,1.34400000,403150.18000000
1563321600,1563407999,1.34930000,1.47600000,1.30420000,1.40130000,398887.05000000
1563408000,1563494399,1.40190000,1.55870000,1.37460000,1.52590000,445948.26000000
1563494400,1563580799,1.52520000,1.53680000,1.45550000,1.53160000,236139.48000000
1563580800,1563667199,1.53160000,1.84960000,1.53040000,1.70730000,587924.87000000
1563667200,1563753599,1.70730000,1.76000000,1.65250000,1.72320000,250574.86000000
1563753600,1563839999,1.73040000,1.73540000,1.60960000,1.65510000,171161.11000000
1563840000,1563926399,1.64490000,1.66590000,1.53930000,1.55290000,354692.35000000
1563926400,1564012799,1.56010000,1.72090000,1.49860000,1.70660000,393699.30000000
1564012800,1564099199,1.71150000,1.73900000,1.67700000,1.69590000,231489.94000000
1564099200,1564185599,1.68980000,1.69620000,1.64500000,1.68260000,93883.68000000
1564185600,1564271999,1.68470000,1.73500000,1.55000000,1.57660000,375757.27000000
1564272000,1564358399,1.58440000,1.59630000,1.40000000,1.53650000,163957.63000000
1564358400,1564444799,1.53520000,1.57320000,1.49190000,1.52980000,93921.40000000
1564444800,1564531199,1.52460000,1.55760000,1.49230000,1.53800000,66180.07000000
1564531200,1564617599,1.53800000,1.58950000,1.52960000,1.58500000,105006.07000000
1564617600,1564703999,1.58500000,1.59540000,1.51660000,1.54250000,112838.40000000
1564704000,1564790399,1.53640000,1.55820000,1.51360000,1.53540000,79157.97000000
1564790400,1564876799,1.53500000,1.55350000,1.52130000,1.53620000,61566.90000000
1564876800,1564963199,1.53620000,1.54840000,1.48330000,1.52360000,81857.93000000
1564963200,1565049599,1.52730000,1.58410000,1.52180000,1.54830000,182118.58000000
1565049600,1565135999,1.54960000,1.56260000,1.45240000,1.47370000,154495.23000000
1565136000,1565222399,1.47150000,1.50050000,1.40020000,1.44470000,164138.65000000
1565222400,1565308799,1.44050000,1.48030000,1.40170000,1.42250000,148867.33000000
1565308800,1565395199,1.42340000,1.43510000,1.30450000,1.31990000,134128.06000000
1565395200,1565481599,1.32020000,1.35490000,1.27940000,1.31690000,174676.53000000
1565481600,1565567999,1.31600000,1.44210000,1.31600000,1.42520000,217877.88000000
1565568000,1565654399,1.42260000,1.42650000,1.35660000,1.37700000,78984.74000000
1565654400,1565740799,1.37380000,1.37680000,1.31570000,1.35230000,54542.01000000
1565740800,1565827199,1.35250000,1.35340000,1.11590000,1.15390000,606009.26000000
1565827200,1565913599,1.15600000,1.18770000,1.12980000,1.16700000,143528.97000000
1565913600,1565999999,1.16710000,1.17970000,1.11760000,1.15980000,136079.57000000
1566000000,1566086399,1.15480000,1.21160000,1.13960000,1.21120000,90929.05000000
1566086400,1566172799,1.21100000,1.26140000,1.18360000,1.25140000,131937.33000000
1566172800,1566259199,1.25390000,1.26460000,1.20350000,1.23810000,96540.70000000
1566259200,1566345599,1.23870000,1.24460000,1.20430000,1.21950000,50538.77000000
1566345600,1566431999,1.22660000,1.22660000,1.12970000,1.18390000,121090.21000000
1566432000,1566518399,1.18670000,1.24880000,1.15810000,1.23360000,152582.25000000
1566518400,1566604799,1.23220000,1.25550000,1.22070000,1.23570000,112727.14000000
1566604800,1566691199,1.23640000,1.27300000,1.19470000,1.26170000,201784.33000000
1566691200,1566777599,1.26170000,1.29000000,1.23170000,1.23530000,186529.01000000
1566777600,1566863999,1.23800000,1.27960000,1.20500000,1.22730000,171931.43000000
1566864000,1566950399,1.22690000,1.23290000,1.16500000,1.17720000,116515.55000000
1566950400,1567036799,1.17340000,1.18930000,1.06830000,1.09530000,347410.40000000
1567036800,1567123199,1.09450000,1.09450000,1.02410000,1.05880000,357397.16000000
1567123200,1567209599,1.05880000,1.08950000,1.04840000,1.07370000,66812.17000000
1567209600,1567295999,1.07370000,1.09060000,1.05530000,1.08870000,41280.76000000
